url,label,source,last_update,accuracy,transparency,type
ilsapereepotere2.blogspot.com,conspiracy blogs,butac,2021-05-18,1,1,unreliable
jhwhinri.blogspot.it,conspiracy blogs,butac,2021-05-18,1,1,unreliable
laveritadininconaco.altervista.org,conspiracy blogs,butac,2021-05-18,1,1,unreliable
madreterra.myblog.it,conspiracy blogs,butac,2021-05-18,1,1,unreliable
mondonews1.blogspot.it,conspiracy blogs,butac,2021-05-18,1,1,unreliable
neovitruvian.wordpress.com,conspiracy blogs,butac,2021-05-18,1,1,unreliable
notiziedalpopolo.altervista.org,conspiracy blogs,butac,2021-05-18,1,1,unreliable
nwonuovoordinemondiale.wordpress.com,conspiracy blogs,butac,2021-05-18,1,1,unreliable
olivieromannucci.blogspot.it,conspiracy blogs,butac,2021-05-18,1,1,unreliable
paoloferrarocdd.blogspot.it,conspiracy blogs,butac,2021-05-18,1,1,unreliable
pianetax.wordpress.com,conspiracy blogs,butac,2021-05-18,1,1,unreliable
presadicoscienza.altervista.org,conspiracy blogs,butac,2021-05-18,1,1,unreliable
questaitalia.wordpress.com,conspiracy blogs,butac,2021-05-18,1,1,unreliable
raggioindaco.wordpress.com,conspiracy blogs,butac,2021-05-18,1,1,unreliable
sitoaurora.wordpress.com,conspiracy blogs,butac,2021-05-18,1,1,unreliable
sulatestagiannilannes.blogspot.com,conspiracy blogs,butac,2021-05-18,1,1,unreliable
tankerenemymeteo.blogspot.it,conspiracy blogs,butac,2021-05-18,1,1,unreliable
terrarealtime2.blogspot.com,conspiracy blogs,butac,2021-05-18,1,1,unreliable
ununiverso.altervista.org,conspiracy blogs,butac,2021-05-18,1,1,unreliable
veritanwo.altervista.org,conspiracy blogs,butac,2021-05-18,1,1,unreliable
younetspiegalevele.altervista.org,conspiracy blogs,butac,2021-05-18,1,1,unreliable
wwwblogdicristian.blogspot.it,conspiracy blogs,butac,2021-05-18,1,1,unreliable
aattp.org,left bias,buzzfeed,2017-08-08,3,2,reliable
abncnews.com,left bias,buzzfeed,2017-08-08,3,2,reliable
act.tv,left bias,buzzfeed,2017-08-08,3,2,reliable
againstcronycapitalism.org,left bias,buzzfeed,2017-08-08,3,2,reliable
alexanderhiggins.com,left bias,buzzfeed,2017-08-08,3,2,reliable
alexpoucher.com,left bias,buzzfeed,2017-08-08,3,2,reliable
alternet.org,left bias,buzzfeed,2017-08-08,3,2,reliable
americannewsx.com,left bias,buzzfeed,2017-08-08,3,2,reliable
anotherdayintheempire.com,left bias,buzzfeed,2017-08-08,3,2,reliable
attn.com,left bias,buzzfeed,2017-08-08,3,2,reliable
beingliberal.org,left bias,buzzfeed,2017-08-08,3,2,reliable
billmoyers.com,left bias,buzzfeed,2017-08-08,3,2,reliable
blue-route.org,left bias,buzzfeed,2017-08-08,3,2,reliable
bluetribune.com,left bias,buzzfeed,2017-08-08,3,2,reliable
c4ss.org,left bias,buzzfeed,2017-08-08,3,2,reliable
consortiumnews.com,left bias,buzzfeed,2017-08-08,3,2,reliable
counterinformation.wordpress.com,left bias,buzzfeed,2017-08-08,3,2,reliable
counterpropa.com,left bias,buzzfeed,2017-08-08,3,2,reliable
counterpunch.com,left bias,buzzfeed,2017-08-08,3,2,reliable
counterpunch.org,left bias,buzzfeed,2017-08-08,3,2,reliable
crooksandliars.com,left bias,buzzfeed,2017-08-08,3,2,reliable
dailygotham.com,left bias,buzzfeed,2017-08-08,3,2,reliable
dailynewsbin.com,left bias,buzzfeed,2017-08-08,3,2,reliable
deadstate.org,left bias,buzzfeed,2017-08-08,3,2,reliable
democracyjournal.org,left bias,buzzfeed,2017-08-08,3,2,reliable
democraticreview.com,left bias,buzzfeed,2017-08-08,3,2,reliable
democratizeus.com,left bias,buzzfeed,2017-08-08,3,2,reliable
demos.org,left bias,buzzfeed,2017-08-08,3,2,reliable
dieharddemocrat.com,left bias,buzzfeed,2017-08-08,3,2,reliable
dissent.tv,left bias,buzzfeed,2017-08-08,3,2,reliable
dissentmagazine.org,left bias,buzzfeed,2017-08-08,3,2,reliable
economyincrisis.org,left bias,buzzfeed,2017-08-08,3,2,reliable
egbertowillies.com,left bias,buzzfeed,2017-08-08,3,2,reliable
equalvoiceforfamilies.org,left bias,buzzfeed,2017-08-08,3,2,reliable
everydayfeminism.com,left bias,buzzfeed,2017-08-08,3,2,reliable
fair.org,left bias,buzzfeed,2017-08-08,3,2,reliable
feministe.us,left bias,buzzfeed,2017-08-08,3,2,reliable
feministing.com,left bias,buzzfeed,2017-08-08,3,2,reliable
forwardprogressives.com,left bias,buzzfeed,2017-08-08,3,2,reliable
freakoutnation.com,left bias,buzzfeed,2017-08-08,3,2,reliable
glennbeckunhinged.com,left bias,buzzfeed,2017-08-08,3,2,reliable
gopocalypse.org,left bias,buzzfeed,2017-08-08,3,2,reliable
inthesetimes.com,left bias,buzzfeed,2017-08-08,3,2,reliable
itsgoingdown.org,left bias,buzzfeed,2017-08-08,3,2,reliable
jacobinmag.com,left bias,buzzfeed,2017-08-08,3,2,reliable
joemygod.com,left bias,buzzfeed,2017-08-08,3,2,reliable
juancole.com,left bias,buzzfeed,2017-08-08,3,2,reliable
justicewriters.com,left bias,buzzfeed,2017-08-08,3,2,reliable
latinorebels.com,left bias,buzzfeed,2017-08-08,3,2,reliable
leanleft.com,left bias,buzzfeed,2017-08-08,3,2,reliable
leftliberal.com,left bias,buzzfeed,2017-08-08,3,2,reliable
leftscoop.com,left bias,buzzfeed,2017-08-08,3,2,reliable
leftsideofhistory.com,left bias,buzzfeed,2017-08-08,3,2,reliable
leftwingnation.org,left bias,buzzfeed,2017-08-08,3,2,reliable
liberalmountain.com,left bias,buzzfeed,2017-08-08,3,2,reliable
liberalsociety.com,left bias,buzzfeed,2017-08-08,3,2,reliable
lidblog.com,left bias,buzzfeed,2017-08-08,3,2,reliable
mediamatters.org,left bias,buzzfeed,2017-08-08,3,2,reliable
michaelmoore.com,left bias,buzzfeed,2017-08-08,3,2,reliable
mintpressnews.com,left bias,buzzfeed,2017-08-08,3,2,reliable
modernliberals.com,left bias,buzzfeed,2017-08-08,3,2,reliable
moonofalabama.org,left bias,buzzfeed,2017-08-08,3,2,reliable
motherjones.com,left bias,buzzfeed,2017-08-08,3,2,reliable
msnbc.com,left bias,buzzfeed,2017-08-08,3,2,reliable
nationalmemo.com,left bias,buzzfeed,2017-08-08,3,2,reliable
nationofchange.org,left bias,buzzfeed,2017-08-08,3,2,reliable
newpol.org,left bias,buzzfeed,2017-08-08,3,2,reliable
news.groopspeak.com,left bias,buzzfeed,2017-08-08,3,2,reliable
newscorpse.com,left bias,buzzfeed,2017-08-08,3,2,reliable
newshounds.us,left bias,buzzfeed,2017-08-08,3,2,reliable
occupy.com,left bias,buzzfeed,2017-08-08,3,2,reliable
offthemainpage.com,left bias,buzzfeed,2017-08-08,3,2,reliable
oliverwillis.com,left bias,buzzfeed,2017-08-08,3,2,reliable
opednews.com,left bias,buzzfeed,2017-08-08,3,2,reliable
oppositionreport.com,left bias,buzzfeed,2017-08-08,3,2,reliable
palmerreport.com,left bias,buzzfeed,2017-08-08,3,2,reliable
politicaldig.com,left bias,buzzfeed,2017-08-08,3,2,reliable
politicalupdater.com,left bias,buzzfeed,2017-08-08,3,2,reliable
politicalwire.com,left bias,buzzfeed,2017-08-08,3,2,reliable
progressive.org,left bias,buzzfeed,2017-08-08,3,2,reliable
progressiveliberal.net,left bias,buzzfeed,2017-08-08,3,2,reliable
prospect.org,left bias,buzzfeed,2017-08-08,3,2,reliable
proudemocrat.com,left bias,buzzfeed,2017-08-08,3,2,reliable
rawprogressive.com,left bias,buzzfeed,2017-08-08,3,2,reliable
realprogressivesusa.com,left bias,buzzfeed,2017-08-08,3,2,reliable
rebelpundit.com,left bias,buzzfeed,2017-08-08,3,2,reliable
reclaimdemocracy.org,left bias,buzzfeed,2017-08-08,3,2,reliable
resistancereport.com,left bias,buzzfeed,2017-08-08,3,2,reliable
resistmedia.org,left bias,buzzfeed,2017-08-08,3,2,reliable
restoreamericanglory.com,left bias,buzzfeed,2017-08-08,3,2,reliable
revcom.us,left bias,buzzfeed,2017-08-08,3,2,reliable
reverbpress.com,left bias,buzzfeed,2017-08-08,3,2,reliable
rewire.news,left bias,buzzfeed,2017-08-08,3,2,reliable
rightwingwatch.org,left bias,buzzfeed,2017-08-08,3,2,reliable
rinf.com,left bias,buzzfeed,2017-08-08,3,2,reliable
salon.com,left bias,buzzfeed,2017-08-08,3,2,reliable
samuel-warde.com,left bias,buzzfeed,2017-08-08,3,2,reliable
secondnexus.com,left bias,buzzfeed,2017-08-08,3,2,reliable
shadowproof.com,left bias,buzzfeed,2017-08-08,3,2,reliable
smirkingchimp.com,left bias,buzzfeed,2017-08-08,3,2,reliable
sourceplanet.net,left bias,buzzfeed,2017-08-08,3,2,reliable
talkingpointsmemo.com,left bias,buzzfeed,2017-08-08,3,2,reliable
talkleft.com,left bias,buzzfeed,2017-08-08,3,2,reliable
thedailybanter.com,left bias,buzzfeed,2017-08-08,3,2,reliable
theimmoralminority.blogspot.ca,left bias,buzzfeed,2017-08-08,3,2,reliable
theleftcoaster.com,left bias,buzzfeed,2017-08-08,3,2,reliable
thenation.com,left bias,buzzfeed,2017-08-08,3,2,reliable
thenewcivilrightsmovement.com,left bias,buzzfeed,2017-08-08,3,2,reliable
thepeoplesview.net,left bias,buzzfeed,2017-08-08,3,2,reliable
thepoliticalorder.com,left bias,buzzfeed,2017-08-08,3,2,reliable
thepoliticalvoice.com,left bias,buzzfeed,2017-08-08,3,2,reliable
thepopulist.buzz,left bias,buzzfeed,2017-08-08,3,2,reliable
therealnews.com,left bias,buzzfeed,2017-08-08,3,2,reliable
thinkprogress.org,left bias,buzzfeed,2017-08-08,3,2,reliable
tomdispatch.com,left bias,buzzfeed,2017-08-08,3,2,reliable
towleroad.com,left bias,buzzfeed,2017-08-08,3,2,reliable
trofire.com,left bias,buzzfeed,2017-08-08,3,2,reliable
truth-out.org,left bias,buzzfeed,2017-08-08,3,2,reliable
truthdig.com,left bias,buzzfeed,2017-08-08,3,2,reliable
truthexaminer.com,left bias,buzzfeed,2017-08-08,3,2,reliable
tytnetwork.com,left bias,buzzfeed,2017-08-08,3,2,reliable
upworthy.com,left bias,buzzfeed,2017-08-08,3,2,reliable
usaonlinetoday.com,left bias,buzzfeed,2017-08-08,3,2,reliable
voices4hillary.com,left bias,buzzfeed,2017-08-08,3,2,reliable
warisacrime.org,left bias,buzzfeed,2017-08-08,3,2,reliable
washingtonjournal.com,left bias,buzzfeed,2017-08-08,3,2,reliable
washingtonmonthly.com,left bias,buzzfeed,2017-08-08,3,2,reliable
winningdemocrats.com,left bias,buzzfeed,2017-08-08,3,2,reliable
wonkette.com,left bias,buzzfeed,2017-08-08,3,2,reliable
yesmagazine.org,left bias,buzzfeed,2017-08-08,3,2,reliable
youngprogressivevoices.com,left bias,buzzfeed,2017-08-08,3,2,reliable
zcomm.org/zmag,left bias,buzzfeed,2017-08-08,3,2,reliable
achnews.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
aftonbladet.se,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
aldianews.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
afj.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
allthatsfab.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
altnews.in,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
aidc.org.za,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
americanbridgepac.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
americanoversight.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
au.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
angrywhitemen.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
antifascistnews.net,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
attackthesystem.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
autostraddle.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
citypaper.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
ebar.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
themaven.net,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
bitchmedia.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
blackamericaweb.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
blacklivesmatter.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
blackmainstreet.net,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
bluestatedaily.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
boingboing.net,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
bostonreview.net,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
bust.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
calltoactivism.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
canadafactcheck.ca,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
canadiandimension.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
capitalandmain.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
care2.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
ceasefiremagazine.co.uk,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
americanprogress.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
prwatch.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
change.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
chicagoreader.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
chicagoreporter.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
china.org.cn,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
citizencritics.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
cnn.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
codepink.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
colorlines.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
columbusfreepress.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
comicsands.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
communemag.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
copblock.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
cosmopolitan.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
crikey.com.au,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
crimethinc.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
crooked.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
currentaffairs.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
curvemag.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
thedailybeast.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
dailydot.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
dailyrecord.co.uk,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
dailysoundandfury.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
dallasvoice.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
deadspin.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
deepsouthvoice.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
deepstatenation.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
democracychronicles.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
democracyguardian.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
democracynow.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
deshabhimani.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
desmogblog.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
metrotimes.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
drudge.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
earthfirstjournal.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
ecowatch.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
electoral-vote.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
electronicintifada.net,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
elitedaily.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
elle.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
esquire.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
evonomics.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
extranewsfeed.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
feministcurrent.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
thefifthcolumnnews.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
fifthestate.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
finnishnews.fi,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
foodandwaterwatch.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
foreignpolicyjournal.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
foreignpolicynews.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
freepress.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
frnewsreport.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
ffrf.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
freedomnews.org.uk,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
frontpagelive.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
freespeech.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
geopoliticsalert.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
gizmodo.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
glaad.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
globalvoices.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
good.is,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
gq.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
bradford-delong.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
greenleft.org.au,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
gritpost.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
guardianlv.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
theguardiansofdemocracy.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
haaretz.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
hillreporter.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
huffingtonpost.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
hrc.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
marxist.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
ir.net,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
inequalitymedia.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
ips-dc.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
internationalviewpoint.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
intrepidreport.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
iowacapitaldispatch.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
iowastartingline.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
jezebel.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
joebiden.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
latest.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
lavendermagazine.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
laweekly.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
leftfootforward.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
leftoverrights.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
leftvoice.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
lgbtqnation.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
libcom.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
liberalamerica.life,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
liberalexaminer.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
liberationnews.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
littlegreenfootballs.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
mashable.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
mediaite.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
meduza.io,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
meidastouch.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
merryjane.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
miaminewtimes.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
middleeastmonitor.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
molad.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
monthlyreview.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
msmagazine.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
naacp.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
nrdc.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
ncpolicywatch.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
newint.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
newrepublic.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
newstatesman.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
amsterdamnews.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
nymag.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
newyorker.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
newsone.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
north99.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
nowtoronto.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
onegreenplanet.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
opensocietyfoundations.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
out.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
pastemagazine.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
peacock-panache.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
penncapital-star.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
pfaw.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
people.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
photographyisnotacrime.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
pinknews.co.uk,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
politicaltribune.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
politizoom.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
popular.info,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
popularresistance.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
pressprogress.ca,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
progressivearmy.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
boldprogressives.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
projectcensored.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
queerty.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
rabble.ca,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
rantt.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
rappler.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
readersupportednews.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
readingthepictures.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
redpepper.org.uk,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
redyouth.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
refinery29.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
republicanssucks.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
republicreport.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
resilience.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
rollingstone.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
sfbayview.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
scarymommy.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
seventeen.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
shondaland.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
slate.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
readsludge.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
worldsocialism.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
socialistworker.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
sourcepolitics.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
sourcewatch.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
splcenter.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
splinternews.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
stpete4peace.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
syriana-analysis.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
takepart.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
teenvogue.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
19thnews.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
advocate.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
americanindependent.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
austinchronicle.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
theburningspear.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
thecanary.co,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
climaterealityproject.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
thecut.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
daily49er.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
the-daily.buzz,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
dailyposter.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
thedailyvox.co.za,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
democratichub.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
thedodo.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
dworkinreport.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
theestablishment.co,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
thefloridasqueeze.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
ghionjournal.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
theimproper.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
indypendent.org,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
theintellectualist.co,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
thelily.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
thelondoneconomic.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
themarysue.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
themilitant.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
themonthly.com.au,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
morningstaronline.co.uk,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
theoutline.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
palestinechronicle.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
phnompenhpost.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
progressivefrontier.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
samefacts.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
theroot.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
thelasource.com,left bias,media_bias_fact_check,2021-05-17,3,2,reliable
