url,label,source,last_update,harm_score,type,active
truthandaction.org,conspiracy,columbia_journalism_review,2021-04,9,disinformation,10
ufoholic.com,conspiracy,columbia_journalism_review,2021-04,9,disinformation,10
undergroundworldnews.com,conspiracy,columbia_journalism_review,2021-04,9,disinformation,10
usamagazinestudio.com,fake,columbia_journalism_review,2021-04,8,disinformation,10
usasupreme.com,fake,columbia_journalism_review,2021-04,8,disinformation,10
wallstreetonparade.com,unreliable,columbia_journalism_review,2021-04,7,disinformation,10
wearechange.org,conspiracy,columbia_journalism_review,2021-04,9,disinformation,10
whatdoesitmean.com,conspiracy,columbia_journalism_review,2021-04,9,disinformation,10
whatreallyhappened.com,conspiracy,columbia_journalism_review,2021-04,9,disinformation,10
whowhatwhy.org,conspiracy,columbia_journalism_review,2021-04,9,disinformation,10
wikispooks.com,conspiracy,columbia_journalism_review,2021-04,9,disinformation,10
wolfstreet.com,unreliable,columbia_journalism_review,2021-04,7,disinformation,10
worldtruth.tv,conspiracy,columbia_journalism_review,2021-04,9,disinformation,10
x22report.com,conspiracy,columbia_journalism_review,2021-04,9,disinformation,10
yesimright.com,fake,columbia_journalism_review,2021-04,8,disinformation,10
yournewswire.com,fake,columbia_journalism_review,2021-04,8,disinformation,10
clickhole.com,fake/hoax,fake_news_watch,2016-01-18,8,disinformation,10
msnbc.co,fake/hoax,fake_news_watch,2016-01-18,8,disinformation,10
msnbc.website,fake/hoax,fake_news_watch,2016-01-18,8,disinformation,10
newsbiscuit.com,fake/hoax,fake_news_watch,2016-01-18,8,disinformation,10
actualite.co,fake news,girnberg,2019-01-28,8,disinformation,10
actualites.co,fake news,girnberg,2019-01-28,8,disinformation,10
adobochronicles.com,fake news,girnberg,2019-01-28,8,disinformation,10
burrardstreetjournal.com,fake news,girnberg,2019-01-28,8,disinformation,10
ilovemyfreedom.org,fake news,girnberg,2019-01-28,8,disinformation,10
occupydemocrats.com,fake news,girnberg,2019-01-28,8,disinformation,10
redstatewatcher.com,fake news,girnberg,2019-01-28,8,disinformation,10
100percentfedup.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
us24news.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
avoiceformen.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
english.alarabiya.net,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
albawaba.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
adflegal.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
english.almanar.com.lb,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
almasdarnews.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
alphanewsmn.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
altright.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
americamaxnews.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
americanactionnews.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
acpeds.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
americanconservativemovement.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
afa.net,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
americanlookout.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
americanpatriotdaily.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
americanpeopledaily.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
americanprinciplesproject.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
amren.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
tfp.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
americanthinker.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
americantruthtoday.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
awm.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
analyzingamerica.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
anonews.co,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
arabnews.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
archaeology-world.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
aapsonline.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
barenakedislam.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
basnews.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
bdnews24.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
bjreview.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
bigleaguepolitics.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
billionbibles.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
bipartisanreport.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
blackeyepolitics.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
blacknews.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
bluntforcetruth.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
bongino.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
bossip.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
breaking911.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
breakingchristiannews.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
breakingfirst.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
breitbart.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
britainfirst.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
caixinglobal.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
caldronpool.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
english.cctv.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
trueactivist.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
cernovich.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
chinadaily.com.cn,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
america.cgtn.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
christianaction.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
churchmilitant.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
clarionproject.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
cloverchronicle.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
cnsnews.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
cei.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
concernedwomen.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
conservapedia.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
conservativebeaver.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
conservativedailynews.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
conservativepost.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
westernjournal.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
corona-transition.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
cair.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
merica1st.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
dailymail.co.uk,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
dailypoliticalnewswire.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
dailystar.co.uk,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
davidharrisjr.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
dcalert.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
dcdirtylaundry.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
debka.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
deepleftfield.info,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
defiantamerica.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
democrats.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
deplorablekel.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
discoverthenetworks.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
djhjmedia.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
dnyuz.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
emirates247.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
endthefed.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
everytown.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
evil.news,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
abcbusinessnews.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
factcheckingturkey.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
frc.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
filmingcops.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
fl24.net,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
flagandcross.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
focusonthefamily.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
foreignpolicyi.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
frankspeech.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
freedomworks.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
freedomproject.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
freewestmedia.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
friatider.se,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
frontpagemag.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
gatestoneinstitute.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
genzconservative.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
geologyin.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
ghost.report,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
girlsjustwannahaveguns.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
gnews.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
gop.gov,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
greatamericandaily.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
greatreject.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
grunge.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
gulfnews.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
hannity.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
headtopics.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
hereistheevidence.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
heartland.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
iharare.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
ihatethemedia.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
illegalaliencrimereport.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
infogalactic.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
independentsentinel.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
informationliberation.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
ihr.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
judicialwatch.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
justthefacts.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
ladbible.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
lancastercourier.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
lewrockwell.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
libertybell.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
lifenews.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
lifesitenews.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
lindelltv.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
louderwithcrowder.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
lucianne.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
magapill.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
en.mehrnews.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
en.mercopress.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
meforum.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
memri.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
mixi.media,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
mondoweiss.net,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
moonbattery.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
front.moveon.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
navarroreport.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
nationalenquirer.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
home.nra.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
nrlc.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
nationalvanguard.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
news18.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
newsblaze.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
newsbreak.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
newshourfirst.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
newspushed.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
newsready.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
newsrescue.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
newsammo.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
newsmax.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
en.newsner.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
newsview.gr,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
newswars.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
noqreport.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
nordicmonitor.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
nowthisnews.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
npr.news,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
nationalrighttolifenews.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
ntd.tv,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
oathkeepers.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
objectivist.co,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
outragedpatriot.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
pacificpundit.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
parler.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
patribotics.blog,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
patriotjournal.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
patrioticviralnews.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
perezhilton.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
pjmedia.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
politicalflare.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
pop.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
populist.press,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
prageru.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
presscorp.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
presstv.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
projectveritas.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
en.protothema.gr,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
protrumpnews.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
quillette.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
rationalground.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
rawconservativeopinions.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
realconservativesunite.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
redice.tv,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
redorbit.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
redstate.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
reedcooper.net,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
renewamerica.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
gop.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
revolver.news,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
rsbnetwork.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
rightwingnews.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
rodong.rep.kp/en,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
rt.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
rudaw.net,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
rumble.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
ruptly.tv,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
rushlimbaugh.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
russia-insider.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
tass.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
smobserved.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
secureamericanow.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
shtfplan.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
sickchirpse.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
skepticink.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
sohu.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
southafricatoday.net,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
sonsof1776.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
stateofthenation.co,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
steadfastandloyal.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
stonecoldtruth.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
stoppingsocialism.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
strategic-culture.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
survivalblog.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
swampdrain.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
swarajyamag.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
syrianews.cc,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
takimag.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
tasnimnews.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
tbdailynews.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
teapartypatriots.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
techstartups.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
telesurtv.net,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
africanexponent.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
thebeardedpatriot.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
thebeltwayreport.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
thebl.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
theblacksphere.net,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
theblaze.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
buffalochronicle.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
theconservativebrief.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
conservativepapers.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
thedailybell.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
thedailystar.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
dailywire.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
thedcpatriot.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
thedonald.win,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
theduran.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
economictimes.indiatimes.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
theepochtimes.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
thefederalist.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
fairus.org,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
thefreedomtimes.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
freetelegraph.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
thefrisky.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
thehornnews.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
theconservativetreehouse.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
thelibertydaily.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
eng.majalla.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
themillenniumreport.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
thenationalpatriot.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
thenationalpulse.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
thenational.ae,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
other98.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
thepolitics.online,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
thepostemail.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
theredelephants.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
thereligionofpeace.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
remnantnewspaper.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
rfangle.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
therightstuff.biz,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
sciencetimes.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
thescoop.us,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
sonsoflibertymedia.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
thespectator.info,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
tehrantimes.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
digifection.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
thetruedefender.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
thetruereporter.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
theunionjournal.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
unz.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
thinkamericana.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
toddstarnes.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
toofab.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
townhall.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
tplnews.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
trendingpolitics.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
trump.news,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
trumptrainnews.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
truthinmedia.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
truthuncensored.net,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
tpusa.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
unclesamsmisguidedchildren.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
understandingthethreat.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
uniteamericafirst.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
usareally.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
ussanews.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
vdare.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
vidmax.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
voiceofeurope.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
wallbuilders.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
washingtontimes.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
waynedupree.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
welovetrump.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
wethepeopledaily.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
whatstheharm.net,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
wikiislam.net,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
wingsoverscotland.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
thepublicdiscourse.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
womenarehuman.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
wnd.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
worldstarhiphop.com,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
yc.news,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
zenith.news,questionable sources,media_bias_fact_check,2021-05-17,8,disinformation,10
79days.news,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,9,disinformation,10
911truth.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,9,disinformation,10
latitudes.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,9,disinformation,10
ageofautism.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,9,disinformation,10
amtvmedia.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,9,disinformation,10
althealthworks.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,9,disinformation,10
americandigitalnews.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,9,disinformation,10
ahtribune.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,9,disinformation,10
aim4truth.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,9,disinformation,10
americanpolicy.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,9,disinformation,10
americasfrontlinedoctors.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,9,disinformation,10
