url,label
The Liberty Eagle (www.thelibertyeagle.com),questionable sources
The Majalla (eng.majalla.com),questionable sources
The Millennium Report (themillenniumreport.com),questionable sources
The National Patriot (www.thenationalpatriot.com),questionable sources
The National Pulse (thenationalpulse.com),questionable sources
The National (UAE) (www.thenational.ae),questionable sources
The Nationalist Review (nationalistreview.net),questionable sources
The News Guru (https://mynewsguru.com),questionable sources
The Other 98% (other98.com),questionable sources
The Peoples Truth (http://thepeoplestruth.com/),questionable sources
ThePoliticalBrief.com,questionable sources
The Politics Online,questionable sources
The Post & Email (www.thepostemail.com),questionable sources
The Proud Liberal (theproudliberal.org),questionable sources
The Red Elephants,questionable sources
The Religion of Peace (www.thereligionofpeace.com),questionable sources
The Remnant Newspaper (remnantnewspaper.com),questionable sources
The RFAngle (rfangle.com),questionable sources
The Right Scoop (therightscoop.com),questionable sources
The Right Stuff (therightstuff.biz),questionable sources
The Science News Reporter,questionable sources
The Science Times (sciencetimes.com),questionable sources
The Scoop (thescoop.us),questionable sources
The Sons of Liberty Media,questionable sources
TheSpectator.info,questionable sources
The Tehran Times (www.tehrantimes.com),questionable sources
The Times of America (www.digifection.com),questionable sources
The True Defender (thetruedefender.com),questionable sources
The True Reporter (thetruereporter.com),questionable sources
The Union Journal (theunionjournal.com),questionable sources
The Unz Review (www.unz.com),questionable sources
The Washington Sentinel (thewashingtonsentinel.com),questionable sources
The Washington Standard,questionable sources
Think Americana (thinkamericana.com),questionable sources
Today Breaking News (chicagodaily.pro),questionable sources
ToddStarnes.com,questionable sources
TooFab (toofab.com),questionable sources
Top Topic (www.toptopic.club),questionable sources
Toronto Today (torontotoday.net),questionable sources
Townhall (townhall.com),questionable sources
TPL News (tplnews.com),questionable sources
Treasure Coast Sun (treasurecoastsun.com),questionable sources
Trending Politics (trendingpolitics.com),questionable sources
Trigger Reset (triggerreset.net),questionable sources
True Activist (www.truthexam.com),questionable sources
True Viral News (trueviralnews.com),questionable sources
Trump.News (trump.news),questionable sources
Trump Train News (trumptrainnews.com),questionable sources
Truth and Action (www.truthandaction.org),questionable sources
Truth in Media (truthinmedia.com),questionable sources
Truth Uncensored (truthuncensored.net),questionable sources
Tucson Standard (tucsonstandard.com),questionable sources
Tulare Times (tularetimes.com),questionable sources
Turning Point USA (www.tpusa.com),questionable sources
Tuscaloosa Leader (tuscaloosaleader.com),questionable sources
Uncle Sam’s Misguided Children (unclesamsmisguidedchildren.com),questionable sources
Understanding the threat (www.understandingthethreat.com),questionable sources
Unite America First (uniteamericafirst.com),questionable sources
Upper Delta News (upperdeltanews.com),questionable sources
US Backlash (usbacklash.org),questionable sources
US Chronicle (www.uschronicle.com),questionable sources
UsLibertyWire.club,questionable sources
US Liberty Wire (https://uslibertywire.com/),questionable sources
US National News (usnationalnews.org),questionable sources
USA is Online (usaisonline.com),questionable sources
USA Really (usareally.com),questionable sources
USA Supreme (www.usasupreme.com),questionable sources
USAnetwork.info (usanetwork.info),questionable sources
UsRight-Left.com,questionable sources
USSA News (ussanews.com),questionable sources
Vanguard America (bloodandsoil.org),questionable sources
Vatican Radio (en.radiovaticana.va),questionable sources
Vdare (www.vdare.com),questionable sources
Verdugos News (verdugosnews.com),questionable sources
Victor Valley Times (victorvalleytimes.com),questionable sources
Vidmax (vidmax.com),questionable sources
Viral Cocaine (viralcocaine.com),questionable sources
Viral Hatch (viralhatch.com),questionable sources
Voice of Europe (voiceofeurope.com),questionable sources
WallBuilders (wallbuilders.com),questionable sources
Washington News Press (fibrohealthnews.com),questionable sources
Washington Pundit (https://thewashingtonpundit.com),questionable sources
Washington Times (www.washingtontimes.com),questionable sources
WayneDupree.com,questionable sources
We Love Trump (welovetrump.com),questionable sources
We The People Daily (wethepeopledaily.com),questionable sources
West Central Alabama News (wcalabamanews.com),questionable sources
West Contra Costa News (westcontracostanews.com),questionable sources
West El Dorado News (westeldoradonews.com),questionable sources
West Florida News (westflnews.com),questionable sources
West Hillsborough News (westhillsboroughnews.com),questionable sources
Western Journal (westernjournal.com),questionable sources
Western Sentinel (http://www.westernsentinel.com/),questionable sources
West LA Times (westlatimes.com),questionable sources
West OC Times (westoctimes.com),questionable sources
West SBV Times (westsbvtimes.com),questionable sources
West SFV Today (westsfvtoday.com),questionable sources
West SGV News (westsgvnews.com),questionable sources
West Ventura News (westventuranews.com),questionable sources
West Volusia News (westvolusianews.com),questionable sources
What’s the Harm (whatstheharm.net),questionable sources
WikiIslam (wikiislam.net),questionable sources
Wine Country Times (winecountrytimes.com),questionable sources
Wings Over Scotland (wingsoverscotland.com),questionable sources
Wiregrass Times (wiregrasstimes.com),questionable sources
Witherspoon Institute (www.thepublicdiscourse.com),questionable sources
Woke Sloth (wokesloth.com),questionable sources
Women are Human (womenarehuman.com),questionable sources
Women’s Rights News (facebook.com/WOMENSRIGHTSNEWS/),questionable sources
World Net Daily (www.wnd.com),questionable sources
WorldStarHipHop (worldstarhiphop.com),questionable sources
Yavapai News (yavapainews.com),questionable sources
Yellowhammer Times (yellowhammertimes.com),questionable sources
Yes I’m Right (yesimright.com),questionable sources
YourContent (yc.news),questionable sources
Yuba-Sutter Times (yubasuttertimes.com),questionable sources
Zenith News (Zenith.news),questionable sources
Zox (Maga2020.us) (maga2020.us),questionable sources
21st Century Wire (21stcenturywire.com),conspiracy/pseudoscience
79Days.News,conspiracy/pseudoscience
369 News (369news.net),conspiracy/pseudoscience
911Truth.org (911truth.org),conspiracy/pseudoscience
Above Top Secret (www.abovetopsecret.com),conspiracy/pseudoscience
ACNLatitudes (latitudes.org),conspiracy/pseudoscience
Activist Post (www.activistpost.com),conspiracy/pseudoscience
Age of Autism (www.ageofautism.com),conspiracy/pseudoscience
Alliance for Advanced Health (allianceforadvancedhealth.com),conspiracy/pseudoscience
Alliance for Natural Health (ANH-USA) (https://anh-usa.org),conspiracy/pseudoscience
Alternative Media Television (AMTV) (www.amtvmedia.com),conspiracy/pseudoscience
AlternativeNews.com (alternativenews.com),conspiracy/pseudoscience
AltHealth Works (althealthworks.com),conspiracy/pseudoscience
American Digital News (americandigitalnews.com),conspiracy/pseudoscience
American Free Press (americanfreepress.net),conspiracy/pseudoscience
American Herald Tribune (ahtribune.com),conspiracy/pseudoscience
American Intelligence Media (aim4truth.org),conspiracy/pseudoscience
American Policy Center (americanpolicy.org),conspiracy/pseudoscience
America’s Frontline Doctors (americasfrontlinedoctors.com),conspiracy/pseudoscience
Ancient Code (www.ancient-code.com),conspiracy/pseudoscience
Ancient Origins (www.ancient-origins.net),conspiracy/pseudoscience
Anewspost.com,conspiracy/pseudoscience
Answers in Genesis (answersingenesis.org),conspiracy/pseudoscience
Apost.com,conspiracy/pseudoscience
Architects & Engineers for 9/11 Truth (www.ae911truth.org),conspiracy/pseudoscience
Asia-Pacific Research (asia-pacificresearch.com),conspiracy/pseudoscience
AskingAngels.com,conspiracy/pseudoscience
Assassination Science (assassinationscience.com),conspiracy/pseudoscience
Australian National Review (www.australiannationalreview.com),conspiracy/pseudoscience
Autism Investigated,conspiracy/pseudoscience
Autism Speaks (www.autismspeaks.org),conspiracy/pseudoscience
,conspiracy/pseudoscience
Awareness Act (awarenessact.com),conspiracy/pseudoscience
Banned.Video,conspiracy/pseudoscience
Behold Israel (beholdisrael.org),conspiracy/pseudoscience
Big Government News (biggovernment.news),conspiracy/pseudoscience
BioDefense (biodefense.com),conspiracy/pseudoscience
Biologos Foundation (biologos.org),conspiracy/pseudoscience
Blacklisted News (www.blacklistednews.com),conspiracy/pseudoscience
Brand New Tube (brandnewtube.com),conspiracy/pseudoscience
Brighteon (brighteon.com),conspiracy/pseudoscience
BrightSide (brightside.me),conspiracy/pseudoscience
Bugout.news,conspiracy/pseudoscience
CampusInsanity.com,conspiracy/pseudoscience
Cancer.news,conspiracy/pseudoscience
Catholic Online (www.catholic.org),conspiracy/pseudoscience
Charisma News (www.charismanews.com),conspiracy/pseudoscience
Children’s Health Defense (childrenshealthdefense.org),conspiracy/pseudoscience
ChlorellaFactor.com,conspiracy/pseudoscience
Christian Apologetics & Research Ministry (CARM) (carm.org),conspiracy/pseudoscience
Christian Broadcasting Network (CBN) (www1.cbn.com),conspiracy/pseudoscience
Christian Ministries International (creation.com),conspiracy/pseudoscience
Christian Science (www.christianscience.com),conspiracy/pseudoscience
Citizens for Legitimate Government (www.legitgov.org),conspiracy/pseudoscience
Climate Change Dispatch (climatechangedispatch.com),conspiracy/pseudoscience
Climate Depot (www.climatedepot.com),conspiracy/pseudoscience
Climate Etc (judithcurry.com),conspiracy/pseudoscience
Climatism (climatism.blog),conspiracy/pseudoscience
Climate.News,conspiracy/pseudoscience
Coast to Coast AM (www.coasttocoastam.com),conspiracy/pseudoscience
Collapse.News,conspiracy/pseudoscience
Collective Evolution (www.collective-evolution.com),conspiracy/pseudoscience
Committee for a Constructive Tomorrow (CFACT) (cfact.org),conspiracy/pseudoscience
Conscious Life News (consciouslifenews.com),conspiracy/pseudoscience
Conspiracy Daily Update (conspiracydailyupdate.com),conspiracy/pseudoscience
Consumer Wellness Center (consumerwellness.org),conspiracy/pseudoscience
Cosmic Intelligence Agency (cosmicintelligenceagency.com),conspiracy/pseudoscience
CounterThink.com,conspiracy/pseudoscience
Covert Geopolitics (geopolitics.co),conspiracy/pseudoscience
CreationWiki (creationwiki.org),conspiracy/pseudoscience
CS Globe (csglobe.com),conspiracy/pseudoscience
Curious Mind Magazine (curiousmindmagazine.com),conspiracy/pseudoscience
Daily Grail (www.dailygrail.com),conspiracy/pseudoscience
DailyHealthPost (dailyhealthpost.com),conspiracy/pseudoscience
Daily Occupation (dailyoccupation.com),conspiracy/pseudoscience
Dark Journalist (www.darkjournalist.com),conspiracy/pseudoscience
David Icke (www.davidicke.com),conspiracy/pseudoscience
David Wolfe (www.davidwolfe.com),conspiracy/pseudoscience
,conspiracy/pseudoscience
Disclose TV (www.disclose.tv),conspiracy/pseudoscience
Discovery Institute (www.discovery.org),conspiracy/pseudoscience
Disobedient Media (disobedientmedia.com),conspiracy/pseudoscience
Distributed News (distributednews.com),conspiracy/pseudoscience
DoctorOz.com (Dr. Oz) (www.doctoroz.com),conspiracy/pseudoscience
Dr. Axe (draxe.com),conspiracy/pseudoscience
Earth We are One (EWAO) (ewao.com),conspiracy/pseudoscience
Earthpulse Press (earthpulse.com),conspiracy/pseudoscience
Ecology News,conspiracy/pseudoscience
Educate Inspire Change (educateinspirechange.org),conspiracy/pseudoscience
Educate Yourself (educate-yourself.org),conspiracy/pseudoscience
Electroverse (electroverse.net),conspiracy/pseudoscience
Eluxe Magazine (eluxemagazine.com),conspiracy/pseudoscience
End Time Headlines (endtimeheadlines.org),conspiracy/pseudoscience
Environmental Working Group (EWG) (www.ewg.org),conspiracy/pseudoscience
Escape all these Things (escapeallthesethings.com),conspiracy/pseudoscience
Eugenics.News,conspiracy/pseudoscience
Evidence for God from Science (www.godandscience.org),conspiracy/pseudoscience
Evolution News and Views (www.evolutionnews.org),conspiracy/pseudoscience
Fabiosa (fabiosa.com),conspiracy/pseudoscience
FaithIt (faithit.com),conspiracy/pseudoscience
FaithPanda (www.faithpanda.com),conspiracy/pseudoscience
Fellowship of the Minds (fellowshipoftheminds.com),conspiracy/pseudoscience
Firefighters for 9/11 Unity and Truth (www.ff911truthandunity.org),conspiracy/pseudoscience
Food Babe (foodbabe.com),conspiracy/pseudoscience
Food Matters (www.foodmatters.com),conspiracy/pseudoscience
Food.News,conspiracy/pseudoscience
Forever Conscious (foreverconscious.com),conspiracy/pseudoscience
Free Thought Project (thefreethoughtproject.com),conspiracy/pseudoscience
Freedom Advocates (www.freedomadvocates.org),conspiracy/pseudoscience
Freedomain Radio (freedomainradio.com),conspiracy/pseudoscience
Freedom.News,conspiracy/pseudoscience
Friends of Science (friendsofscience.org),conspiracy/pseudoscience
From the Trenches World Report (www.fromthetrenchesworldreport.com),conspiracy/pseudoscience
Gaia (gaia.com),conspiracy/pseudoscience
Geoengineering.News,conspiracy/pseudoscience
GeoEngineering Watch (www.geoengineeringwatch.org),conspiracy/pseudoscience
Get Holistic Health (getholistichealth.com),conspiracy/pseudoscience
Glitch.News,conspiracy/pseudoscience
Global Healing Center (www.globalhealingcenter.com),conspiracy/pseudoscience
Global Research (www.globalresearch.ca),conspiracy/pseudoscience
Global Skywatch,conspiracy/pseudoscience
GMWatch (gmwatch.org),conspiracy/pseudoscience
Godlike Productions (www.godlikeproductions.com),conspiracy/pseudoscience
Goop.com,conspiracy/pseudoscience
Got Questions (www.gotquestions.org),conspiracy/pseudoscience
Government Slaves (govtslaves.com),conspiracy/pseudoscience
GreenMedInfo (greenmedinfo.com),conspiracy/pseudoscience
Greenpeace (www.greenpeace.org),conspiracy/pseudoscience
Gulag Bound (gulagbound.com),conspiracy/pseudoscience
HAARP.net (www.haarp.net),conspiracy/pseudoscience
Health and Money News (healthandmoneynews.wordpress.com),conspiracy/pseudoscience
Healing Food Reference (healingfoodreference.com),conspiracy/pseudoscience
Healing Oracle (healingoracle.ch),conspiracy/pseudoscience
Health Impact News (healthimpactnews.com),conspiracy/pseudoscience
Health.News,conspiracy/pseudoscience
Health Nut News (www.healthnutnews.com),conspiracy/pseudoscience
Health Ranger Report (healthrangerreport.com),conspiracy/pseudoscience
Health Sciences Institute (hsionline.com),conspiracy/pseudoscience
Healthy and Natural World (healthyandnaturalworld.com),conspiracy/pseudoscience
Healthy Food House (healthyfoodhouse.com),conspiracy/pseudoscience
Healthy Holistic Living (www.healthy-holistic-living.com),conspiracy/pseudoscience
Hello Christian (hellochristian.com),conspiracy/pseudoscience
Henry Makow (savethemales.ca) (www.savethemales.ca),conspiracy/pseudoscience
Herb (herb.co),conspiracy/pseudoscience
Herbreference.com,conspiracy/pseudoscience
Higher Perspective (higherperspectives.com),conspiracy/pseudoscience
Homeopathy Journal (www.homeopathyjournal.net),conspiracy/pseudoscience
Humans are Free (humansarefree.com),conspiracy/pseudoscience
Ice Age Now (iceagenow.info),conspiracy/pseudoscience
iHealthtube.com (www.ihealthtube.com),conspiracy/pseudoscience
I Heart Intelligence (iheartintelligence.com),conspiracy/pseudoscience
Illuminati Watcher (illuminatiwatcher.com),conspiracy/pseudoscience
Independent Science News (www.independentsciencenews.org),conspiracy/pseudoscience
Infinite Unknown (www.infiniteunknown.net),conspiracy/pseudoscience
Information Clearing House (informationclearinghouse.info),conspiracy/pseudoscience
Infowars (www.infowars.com),conspiracy/pseudoscience
Ingredients.News,conspiracy/pseudoscience
Institute for Creation Research (icr.org),conspiracy/pseudoscience
Institute for Responsible Technology (responsibletechnology.org),conspiracy/pseudoscience
Intellihub (www.intellihub.com),conspiracy/pseudoscience
International Climate Science Coalition (ICSC),conspiracy/pseudoscience
Investment Watch Blog (investmentwatchblog.com),conspiracy/pseudoscience
Iowa Climate Science Education (iowaclimate.org),conspiracy/pseudoscience
"Israel, Islam and End Times (www.israelislamandendtimes.com)",conspiracy/pseudoscience
JeffereyJaxen.com (www.jeffereyjaxen.com),conspiracy/pseudoscience
Jesus Daily (www.jesusdaily.com),conspiracy/pseudoscience
Jesus is Savior (www.jesus-is-savior.com),conspiracy/pseudoscience
JoeBiden.News,conspiracy/pseudoscience
JunkScience.com (junkscience.com),conspiracy/pseudoscience
LaRouche PAC (larouchepac.com),conspiracy/pseudoscience
Learn The Risk (learntherisk.org),conspiracy/pseudoscience
LeftCult (leftcult.com),conspiracy/pseudoscience
Liberty.News,conspiracy/pseudoscience
Liberty Videos (libertyvideos.org),conspiracy/pseudoscience
Libtards.News,conspiracy/pseudoscience
LifeSpa (lifespa.com),conspiracy/pseudoscience
LittleThings (littlethings.com),conspiracy/pseudoscience
Live Action (liveaction.org),conspiracy/pseudoscience
Livestrong.com (www.livestrong.com),conspiracy/pseudoscience
Living Whole (www.livingwhole.org),conspiracy/pseudoscience
Media Fact Watch (mediafactwatch.com),conspiracy/pseudoscience
Media Roots (mediaroots.org),conspiracy/pseudoscience
Medical Medium (medicalmedium.com),conspiracy/pseudoscience
Medicine News (www.medicine.news),conspiracy/pseudoscience
Mercola (www.mercola.com),conspiracy/pseudoscience
MindBodyGreen (www.mindbodygreen.com),conspiracy/pseudoscience
Modern Alternative Mama (www.modernalternativemama.com),conspiracy/pseudoscience
National File (nationalfile.com),conspiracy/pseudoscience
NationalSecurity.News,conspiracy/pseudoscience
National Vaccine Information Institute (www.nvic.org),conspiracy/pseudoscience
Natural Awakenings Magazine (www.naturalawakeningsmag.com),conspiracy/pseudoscience
Natural Cures (naturalcures.com),conspiracy/pseudoscience
Natural Health 365 (www.naturalhealth365.com),conspiracy/pseudoscience
NaturalMedicine.News,conspiracy/pseudoscience
Natural News (www.naturalnews.com),conspiracy/pseudoscience
NaturalNewsBlogs.com,conspiracy/pseudoscience
Natural News Radio (naturalnewsradio.com),conspiracy/pseudoscience
NaturalPedia.com,conspiracy/pseudoscience
Natural Society (naturalsociety.com),conspiracy/pseudoscience
Naturally Savvy (naturallysavvy.com),conspiracy/pseudoscience
Need to Know (needtoknow.news),conspiracy/pseudoscience
Neon Nettle (neonnettle.com),conspiracy/pseudoscience
NeuroNation,conspiracy/pseudoscience
New American News (newamericannews.com),conspiracy/pseudoscience
News Inside Out (newsinsideout.com),conspiracy/pseudoscience
News Target (www.newstarget.com),conspiracy/pseudoscience
Newsbud (www.newsbud.com),conspiracy/pseudoscience
NoTricksZone (notrickszone.com),conspiracy/pseudoscience
Now The End Begins (www.nowtheendbegins.com),conspiracy/pseudoscience
NutrientReference.com,conspiracy/pseudoscience
Nutritionfacts.org (nutritionfacts.org),conspiracy/pseudoscience
Occupy Yourself,conspiracy/pseudoscience
OffGuardian,conspiracy/pseudoscience
Online Updates (online-updates.net),conspiracy/pseudoscience
Organic Consumers Association (organicconsumers.org),conspiracy/pseudoscience
Organic Facts (organicfacts.net),conspiracy/pseudoscience
Our Health Guides (ourhealthguides.com),conspiracy/pseudoscience
Oye News (oye.news),conspiracy/pseudoscience
Pandemic News (pandemic.news),conspiracy/pseudoscience
Patriots for Truth (patriots4truth.org),conspiracy/pseudoscience
PETA (www.peta.org),conspiracy/pseudoscience
Pollution.News,conspiracy/pseudoscience
Prepare for Change (prepareforchange.net),conspiracy/pseudoscience
Press for Truth (pressfortruth.ca),conspiracy/pseudoscience
Prevention Magazine (prevention.com),conspiracy/pseudoscience
Principia Scientific International (principia-scientific.org),conspiracy/pseudoscience
Primary Doctor Medical Journal (pdmj.org),conspiracy/pseudoscience
Prison Planet (www.prisonplanet.com),conspiracy/pseudoscience
Prophecy News Watch (www.prophecynewswatch.com),conspiracy/pseudoscience
Prophecy Today (www.prophecytoday.com),conspiracy/pseudoscience
QAnon.pub (qanon.pub),conspiracy/pseudoscience
RandPaul.News,conspiracy/pseudoscience
Rapture News Network (www.rapturenewsnetwork.com),conspiracy/pseudoscience
Real Climate Science (realclimatescience.com),conspiracy/pseudoscience
Real Jew News (www.realjewnews.com),conspiracy/pseudoscience
Real News 24 (www.realnews24.com),conspiracy/pseudoscience
RealFarmacy (www.realfarmacy.com),conspiracy/pseudoscience
Redoubt News (redoubtnews.com),conspiracy/pseudoscience
Rense (www.rense.com),conspiracy/pseudoscience
Return to Now (returntonow.net),conspiracy/pseudoscience
Revolution Radio (revolutionradio.org),conspiracy/pseudoscience
SaneVax (sanevax.org),conspiracy/pseudoscience
Science.News,conspiracy/pseudoscience
Science Vibe (sciencevibe.com),conspiracy/pseudoscience
SGT Report (www.sgtreport.com),conspiracy/pseudoscience
Sheep Killers (www.sheepkillers.com),conspiracy/pseudoscience
Shoebat (shoebat.com),conspiracy/pseudoscience
Signs of the Times (SOTT) (www.sott.net),conspiracy/pseudoscience
Skeptiko (www.skeptiko.com),conspiracy/pseudoscience
Snopes.News,conspiracy/pseudoscience
Southfront,conspiracy/pseudoscience
Space.News (space.news),conspiracy/pseudoscience
Stillness in the Storm (sitsshow.blogspot.com),conspiracy/pseudoscience
Stormfront (www.stormfront.org),conspiracy/pseudoscience
SupplementReference.com,conspiracy/pseudoscience
Sustainable Pulse (sustainablepulse.com),conspiracy/pseudoscience
Swiss Policy Research (swprs.org),conspiracy/pseudoscience
Talknetwork.com,conspiracy/pseudoscience
Technocracy.News,conspiracy/pseudoscience
The Anti-Media (theantimedia.com),conspiracy/pseudoscience
The Common Sense Show (www.thecommonsenseshow.com),conspiracy/pseudoscience
The Corbett Report (www.corbettreport.com),conspiracy/pseudoscience
The Daily Conspiracy (thedailyconspiracy.com),conspiracy/pseudoscience
The Daily Expose (dailyexpose.co.uk),conspiracy/pseudoscience
The Daily Sheeple (www.thedailysheeple.com),conspiracy/pseudoscience
The European Union Times (www.eutimes.net),conspiracy/pseudoscience
The Fullerton Informer (thefullertoninformer.com),conspiracy/pseudoscience
The Greanville Post (www.greanvillepost.com/),conspiracy/pseudoscience
The Health Ranger (healthranger.com),conspiracy/pseudoscience
The Healthy American (thehealthyamerican.org),conspiracy/pseudoscience
The Hearty Soul (theheartysoul.com),conspiracy/pseudoscience
The Highwire (thehighwire.com),conspiracy/pseudoscience
The Liberty Beacon (www.thelibertybeacon.com),conspiracy/pseudoscience
The Mind Unleashed (themindunleashed.org),conspiracy/pseudoscience
The Rundown Live (therundownlive.com),conspiracy/pseudoscience
The Stream (stream.org),conspiracy/pseudoscience
The Trumpet (www.thetrumpet.com),conspiracy/pseudoscience
The Truth about Cancer (thetruthaboutcancer.com),conspiracy/pseudoscience
The Truth Seeker (www.thetruthseeker.co.uk),conspiracy/pseudoscience
The Vaccine Reaction (thevaccinereaction.org),conspiracy/pseudoscience
The Waking Times (www.wakingtimes.com),conspiracy/pseudoscience
Thinking Humanity (thinkinghumanity.com),conspiracy/pseudoscience
Thinking Mom’s Revolution (thinkingmomsrevolution.com),conspiracy/pseudoscience
Thought Catalog (thoughtcatalog.com),conspiracy/pseudoscience
Thought Crime Radio (thoughtcrimeradio.net),conspiracy/pseudoscience
Thrive Global (thriveglobal.com),conspiracy/pseudoscience
Thrive Movement (www.thrivemovement.com),conspiracy/pseudoscience
Treason.news,conspiracy/pseudoscience
True Pundit (truepundit.com),conspiracy/pseudoscience
TruNews (www.trunews.com),conspiracy/pseudoscience
Twisted News (www.twisted.news),conspiracy/pseudoscience
UK Column (www.ukcolumn.org),conspiracy/pseudoscience
USA Hitman (usahitman.com),conspiracy/pseudoscience
USAWatchdog.com (usawatchdog.com),conspiracy/pseudoscience
Vaccine Impact (vaccineimpact.com),conspiracy/pseudoscience
Vaccine News (www.vaccines.news),conspiracy/pseudoscience
Vaccines Revealed (www.vaccinesrevealed.com),conspiracy/pseudoscience
VacTruth.com (vactruth.com),conspiracy/pseudoscience
Vaxxter (vaxxter.com),conspiracy/pseudoscience
Veterans Today (www.veteranstoday.com),conspiracy/pseudoscience
Vigilant Citizen (vigilantcitizen.com),conspiracy/pseudoscience
Viral News Network (www.viralnewsnetwork.net),conspiracy/pseudoscience
VoteFraud.News,conspiracy/pseudoscience
Watts Up with that (wattsupwiththat.com),conspiracy/pseudoscience
We are Anonymous (anonhq.com),conspiracy/pseudoscience
We are Change (wearechange.org),conspiracy/pseudoscience
Weston A. Price Foundation (westonaprice.org),conspiracy/pseudoscience
What Really Happened (www.whatreallyhappened.com),conspiracy/pseudoscience
WhatDoesItMean (www.whatdoesitmean.com),conspiracy/pseudoscience
WhiteHouse.news,conspiracy/pseudoscience
Wikispooks (wikispooks.com),conspiracy/pseudoscience
World Affairs Brief (https://www.worldaffairsbrief.com),conspiracy/pseudoscience
World Doctors Alliance (worlddoctorsalliance.com),conspiracy/pseudoscience
WorldHealth.net,conspiracy/pseudoscience
World Truth TV (worldtruth.tv),conspiracy/pseudoscience
X22 Report (x22report.com),conspiracy/pseudoscience
Zerohedge (www.zerohedge.com),conspiracy/pseudoscience
2ndVote (2ndvote.com),right bias
Abort73,right bias
Acculturated (https://acculturated.com),right bias
Accuracy in Academia (AIA) (www.academia.org),right bias
Accuracy in Media (www.aim.org),right bias
Against Crony Capitalism (www.ac2news.com),right bias
Alberta Press Leader (albertapressleader.ca),right bias
AltNewsMedia.net (altnewsmedia.net),right bias
AMAC (Association of Mature American Citizens) (https://amac.us/),right bias
America First Action SuperPAC,right bias
America Rising PAC (https://americarisingpac.org/),right bias
American Center for Law & Justice (ACLJ) (aclj.org),right bias
American Consequences (americanconsequences.com),right bias
American Enterprise Institute (www.aei.org),right bias
American for Prosperity (americansforprosperity.org),right bias
American Foreign Policy council (www.afpc.org),right bias
American Greatness (amgreatness.com),right bias
American Legislative Exchange Council (ALEC) (www.alec.org),right bias
American Liberty Report (www.americanlibertyreport.com),right bias
American Spectator (spectator.org),right bias
Ami Magazine (amimagazine.org),right bias
Ammoland (www.ammoland.com),right bias
Anadolu Agency (www.aa.com.tr),right bias
Arizona Daily Independent (arizonadailyindependent.com),right bias
Armstrong Economics (www.armstrongeconomics.com),right bias
AsianNews.it,right bias
Assyrian International News Agency (www.aina.org),right bias
Axiom News Network (axiomnewsnetwork.com),right bias
Badger Institute,right bias
Bearing Arms (bearingarms.com),right bias
Beliefnet (www.beliefnet.com),right bias
BizPac Review (www.bizpacreview.com),right bias
Blabber Buzz (blabber.buzz),right bias
Blue Lives Matter (bluelivesmatter.blue),right bias
Bounding Into Comics (boundingintocomics.com),right bias
BrexitCentral (brexitcentral.com),right bias
Buzzsaw Politics (buzzsawpolitics.com),right bias
C2C Journal (c2cjournal.ca),right bias
Calgary Sun (www.calgarysun.com),right bias
Cambridge Analytica (ca-political.com),right bias
Campign Life Coalition (www.campaignlifecoalition.com),right bias
Campus Reform (www.campusreform.org),right bias
Capital Research Center (capitalresearch.org),right bias
Center for Freedom and Prosperity,right bias
Center of the American Experiment (americanexperiment.org),right bias
Chicks on the Right (www.chicksontheright.com),right bias
Christian Coalition of America (http://www.cc.org),right bias
Christian Headlines (christianheadlines.com),right bias
Christian News Alert (www.christiannewsalerts.com),right bias
Christian Post (www.christianpost.com),right bias
Christian Today (christiantoday.com),right bias
Chronicles Magazine (www.chroniclesmagazine.org),right bias
Citizen Free Press (www.citizenfreepress.com),right bias
Citizens Against Government Waste (CAGW.org),right bias
Citizens United (citizensunited.org),right bias
City Journal (www.city-journal.org),right bias
Civitas Institute (www.nccivitas.org),right bias
Claremont Institute (claremont.org),right bias
Cold Dead Hands (www.colddeadhands.us),right bias
Commentary Magazine (www.commentarymagazine.com),right bias
Communities Digital News (www.commdiginews.com),right bias
Conservative Base (conservativebase.com),right bias
Conservative Home (conservativehome.com),right bias
Conservative HQ (www.conservativehq.com),right bias
Conservative Institute (www.conservativeinstitute.org),right bias
Conservative Opinion (conservativeopinion.com),right bias
Conservative Review (www.conservativereview.com),right bias
Conservative Today (conservativetoday.com),right bias
Cowger Nation (cowgernation.com),right bias
Crime Prevention Research Center (crimeresearch.org),right bias
Crisis Magazine (www.crisismagazine.com),right bias
Daily Caller (dailycaller.com),right bias
Daily Express (www.express.co.uk),right bias
Daily Liberator (www.thedailyliberator.com),right bias
Daily Signal (dailysignal.com),right bias
Daily Telegraph (UK) (www.telegraph.co.uk),right bias
Dangerous (https://www.dangerous.com),right bias
DC Statesman (www.dcstatesman.com),right bias
Daily Torch (dailytorch.com/),right bias
DC Whispers (dcwhispers.com),right bias
De Telegraaf (telegraaf.nl),right bias
Disrn (disrn.com),right bias
DML News (dmlnews.com),right bias
DonaldJTrump.com,right bias
Eagle PAC (eagleactionreport.com),right bias
Eagle Pass News Leader,right bias
EconomicPolicyJournal.com (www.economicpolicyjournal.com),right bias
Egypt Today (https://www.egypttoday.com),right bias
Energy Citizens (energycitizens.org),right bias
Ethics & Religious Liberty Commission (erlc.com),right bias
Facts and Logic about the Middle East (factsandlogic.org),right bias
FaithWire (www.faithwire.com),right bias
Fake Hate Crimes (fakehatecrimes.org),right bias
